,DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,CANDIDATO_PROVINCIA_CODIGO,CANDIDATO_PROVINCIA_NOMBRE,CANDIDATO_CANTON_CODIGO,CANDIDATO_CANTON_NOMBRE,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_SEXO,CANDIDATO_EDAD,CANDIDATO_ORDEN_LISTA,SUPLENTE1_NOMBRE,SUPLENTE1_SEXO,SUPLENTE1_EDAD,SUPLENTE2_NOMBRE,SUPLENTE2_SEXO,SUPLENTE2_EDAD,CANDIDATO_ESTADO
5069,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,260.0,CUENCA,4.0,5012600000025.0,ZUMBA ZHUZHINGO SUSAN ELIZABETH,MUJERES,23.0,4.0,VILLAVICENCIO LEON PATRICIO EUGENIO,HOMBRES,41.0,,,,NO ELECTOS
5070,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,375.0,ARENILLAS,4.0,5073750000004.0,CUN ALVARADO ANGEL GREGORIO,HOMBRES,40.0,1.0,VILLOTA CABRERA NORMAN LUCIANO,HOMBRES,41.0,,,,NO ELECTOS
5071,5.0,CONCEJAL MUNICIPAL,21.0,SUCUMBÍOS,865.0,GONZALO PIZARRO,5.0,5218650000007.0,ZAZPE BEORLEGUI IGNACIO,HOMBRES,28.0,1.0,VIVANCO MARCOS  ANIVAL,HOMBRES,41.0,,,,NO ELECTOS
5072,3.0,CONSEJERO PROVINCIAL,6.0,CHIMBORAZO,0.0,0.0,60000000043.0,3060000000052.0,MUÑOZ JACOME EDUARDO ANTONIO,HOMBRES,42.0,1.0,VIZUETE COLCHA JULIO CESAR,HOMBRES,41.0,,,,NO ELECTOS
5073,5.0,CONCEJAL MUNICIPAL,2.0,BOLÍVAR,175.0,SAN MIGUEL,3.0,5021750000004.0,MORA CABEZAS JOHNNY BOANERGES,HOMBRES,37.0,1.0,YANEZ BARRAGAN NERVO DARIO,HOMBRES,41.0,,,,NO ELECTOS
5074,5.0,CONCEJAL MUNICIPAL,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,7.0,5216250000019.0,OLAYA SUAREZ MANUEL ERNESTO,HOMBRES,39.0,1.0,YUCAILLA VIZCAINO LUIS ALBERTO,HOMBRES,41.0,,,,NO ELECTOS
5075,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,220.0,CHUNCHI,15.0,5062200000013.0,YUPANGUI TORRES NAPOLEON,HOMBRES,41.0,1.0,YUPA ROMERO SEGUNDO FERNANDO,HOMBRES,41.0,,,,NO ELECTOS
5076,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,60.0,QUITO,28.0,5170600000114.0,VELASTEGUI RODRIGUEZ  MARIA MAGDALENA,MUJERES,48.0,2.0,YUQUILEMA MIRANDA  JUAN,HOMBRES,41.0,,,,NO ELECTOS
5077,3.0,CONSEJERO PROVINCIAL,8.0,ESMERALDAS,0.0,0.0,11.0,3080000000026.0,RIVERA QUINONEZ CESAR RAMON,HOMBRES,47.0,2.0,ZAMBRANO CEDENO FREDDY UBALDO,HOMBRES,41.0,,,,NO ELECTOS
5078,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,500.0,EL CARMEN,12.0,5135000000025.0,MENDOZA LOOR HERACLITO KLEVER,HOMBRES,58.0,1.0,ZAMBRANO DONOSO RAUL MIGUEL,HOMBRES,41.0,,,,NO ELECTOS
5079,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,420.0,MILAGRO,90000000043.0,5094200000063.0,CHOCA ALCOCER ELVIA FANNY,MUJERES,45.0,3.0,ZAMBRANO LAVAYEN ANTONIO GENARO,HOMBRES,41.0,,,,NO ELECTOS
5080,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,190000000202.0,5196550000021.0,JARAMILLO GOMEZ SERGIO MARIO,HOMBRES,41.0,3.0,ZAPATA CONTENTO JOSE CLEMENTE,HOMBRES,41.0,,,,NO ELECTOS
5081,5.0,CONCEJAL MUNICIPAL,21.0,SUCUMBÍOS,626.0,CUYABENO,15.0,5216260000015.0,TENEMPAGUAY CAJAMARCA LUIS OLMEDO,HOMBRES,46.0,1.0,AGILA VASQUEZ YOLANDA GLORIA,MUJERES,41.0,,,,NO ELECTOS
5082,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,390.0,GUAYAQUIL,12.0,5093900000064.0,DE MORA  DE  MORA LAURA   CONCEPCION,MUJERES,47.0,1.0,ALVARADO  ORELLANA ANA  LUISA,MUJERES,41.0,,,,NO ELECTOS
5083,7.0,DIPUTADOS PROVINCIALES,6.0,CHIMBORAZO,0.0,0.0,10.0,7060000000032.0,BONIFAZ MARIANA DE JESUS,MUJERES,46.0,4.0,ANDA DOMINGUEZ MARTHA ANTONIETA,MUJERES,41.0,,,,NO ELECTOS
5084,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,930.0,SIGCHOS,15.0,5059300000023.0,ARIAS GARCIA GEORGINA,MUJERES,41.0,2.0,ANGAMARCA GUAITA ZOILA MARIA,MUJERES,41.0,,,,NO ELECTOS
5085,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,85.0,SANTO DOMINGO,7.0,5170850000035.0,ILLANES DEL POZO HOMERO NAPOLEON,HOMBRES,36.0,5.0,ANGULO AYOVI DAISY MARITZA,MUJERES,41.0,,,,NO ELECTOS
5086,3.0,CONSEJERO PROVINCIAL,14.0,MORONA SANTIAGO,0.0,0.0,15.0,3140000000014.0,DUCHITANGA LOJANO MARIA LEOPOLDINA,MUJERES,33.0,2.0,ANTUNI INCHINGUIURA JUANA,MUJERES,41.0,,,,NO ELECTOS
5087,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,450.0,MANTA,17.0,5134500000054.0,MIELES CANTOS MARIBEL DEL ROSARIO,MUJERES,28.0,4.0,ARAUZ BARCIA GINGER ALEXANDRA,MUJERES,41.0,,,,NO ELECTOS
5088,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,655.0,ZAMORA,7.0,5196550000010.0,CHAMBA CAJAMARCA JOSE MARIA,HOMBRES,55.0,1.0,ARMIJOS QUEZADA LUZ GERMANIA,MUJERES,41.0,,,,NO ELECTOS
5089,7.0,DIPUTADOS PROVINCIALES,9.0,GUAYAS,0.0,0.0,201.0,7090000000024.0,MARTINEZ  ARROYO CARLOTA  CECIBEL,MUJERES,39.0,6.0,ARTEAGA ELITA  DEL ROCIO,MUJERES,41.0,,,,NO ELECTOS
5090,5.0,CONCEJAL MUNICIPAL,21.0,SUCUMBÍOS,745.0,CASCALES,7.0,5217450000012.0,SALINAS CAMACHO ERNESTO DE JESUS,HOMBRES,25.0,2.0,ARTEAGA ROMO JOVITA VERENIZ,MUJERES,41.0,,,,NO ELECTOS
5091,7.0,DIPUTADOS PROVINCIALES,8.0,ESMERALDAS,0.0,0.0,80000000201.0,7080000000018.0,PORTILLA QUINONEZ MARIA INES,MUJERES,47.0,2.0,AVILA PORTOCARRERO IRMA GUADALUPÉ,MUJERES,41.0,,,,NO ELECTOS
5092,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,380.0,EL GUABO,15.0,5073800000028.0,MARIN CAPA JOSEFA GABRIELA,MUJERES,47.0,1.0,AVILES ORDONEZ YANET ELIVANIA,MUJERES,41.0,,,,NO ELECTOS
5093,5.0,CONCEJAL MUNICIPAL,16.0,PASTAZA,680.0,PASTAZA,160000000201.0,5166800000001.0,RODRIGUEZ MERA AIDA ELENA,MUJERES,49.0,1.0,BARRERA PAREDES ELSA INES,MUJERES,41.0,,,,NO ELECTOS
5094,7.0,DIPUTADOS PROVINCIALES,12.0,LOS RÍOS,0.0,0.0,12.0,7120000000044.0,MARTINEZ IZURIETA MILTON AGNELIO,HOMBRES,41.0,4.0,BLUM CAMPUZANO CARMEN DEL ROCIO,MUJERES,41.0,,,,NO ELECTOS
5095,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,285.0,STA.ISABEL,11.0,5012850000016.0,CORNEJO GUAMAN JUANA DORA,MUJERES,47.0,1.0,BRITO SERRANO ZOILA ROSA,MUJERES,41.0,,,,NO ELECTOS
5096,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,390.0,GUAYAQUIL,90000000043.0,5093900000122.0,TOALA ALARCON MARLENE ESTELA,MUJERES,27.0,3.0,BURGOS PLATON ANA DEL ROCIO,MUJERES,41.0,,,,NO ELECTOS
5097,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,265.0,GUALACEO,6.0,5012650000011.0,AVECILLAS CABRERA GALO ARTURO,HOMBRES,51.0,2.0,CABRERA BANEGAS MARIA DE LOURDES,MUJERES,41.0,,,,NO ELECTOS
5098,7.0,DIPUTADOS PROVINCIALES,16.0,PASTAZA,0.0,0.0,10.0,7160000000010.0,MENDOZA VEGA LIVIO,HOMBRES,52.0,2.0,CALDERON MARTINEZ DANY YOLANDA,MUJERES,41.0,,,,NO ELECTOS
5099,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,215.0,ALAUSI,15.0,5062150000020.0,CAJO MIRYAN MERCEDES,MUJERES,29.0,2.0,CALERO GLADYS YOLANDA,MUJERES,41.0,,,,NO ELECTOS
5100,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,555.0,PUCARA,202.0,5015550000002.0,REYES MERCHAN NARCISA SARA,MUJERES,40.0,2.0,CARMONA ILLESCAS RAQUEL IMELDA,MUJERES,41.0,,,,NO ELECTOS
5101,7.0,DIPUTADOS PROVINCIALES,17.0,PICHINCHA,0.0,0.0,14.0,7170000000151.0,PEÑAHERRERA ROMERO GONZALO,HOMBRES,55.0,11.0,CASTILLO CARTAGENA AMPARO DEL ROCIO,MUJERES,41.0,,,,NO ELECTOS
5102,3.0,CONSEJERO PROVINCIAL,13.0,MANABÍ,0.0,0.0,4.0,3130000000019.0,MONTALVAN DEL VALLE DARWIN ALEX,HOMBRES,29.0,4.0,CASTRO MENDOZA NARCIZA HERDELERIA,MUJERES,41.0,,,,NO ELECTOS
5103,5.0,CONCEJAL MUNICIPAL,15.0,NAPO,635.0,QUIJOS,150000000202.0,5156350000009.0,PAZOS  RAUL EDMUNDO,HOMBRES,61.0,1.0,CAYO CANDO BLANCA GEORGINA,MUJERES,41.0,,,,NO ELECTOS
5104,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,470.0,SANTA ANA,15.0,5134700000030.0,ALAVA CEDEÑO MARIA ESPERANZA,MUJERES,68.0,3.0,CEDEÑO BAILON MARIA MAGDALENA,MUJERES,41.0,,,,NO ELECTOS
5105,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,550.0,TOSAGUA,10.0,5135500000021.0,TOROMORENO FERNANDEZ HOLANDA LIBERTAD,MUJERES,45.0,3.0,CEDEÑO VELEZ GLENDA JACQUELINE,MUJERES,41.0,,,,NO ELECTOS
5106,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,870.0,SANTA LUCIA,1.0,5098700000002.0,PEÑA VILLAMAR ROSA VICTORIA,MUJERES,44.0,2.0,CEDEÑO VILLAMAR JANNY ANGELITA,MUJERES,41.0,,,,NO ELECTOS
5107,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,440.0,PORTOVIEJO,130000000041.0,5134400000088.0,LOOR CUSME FRANCISCA DOLORES DEL Q,MUJERES,44.0,4.0,CEVALLOS ROMERO LETTY NARCISA,MUJERES,41.0,,,,NO ELECTOS
5108,7.0,DIPUTADOS PROVINCIALES,10.0,IMBABURA,0.0,0.0,4.0,7100000000008.0,LOPEZ VASQUEZ ANA MARIA,MUJERES,49.0,2.0,CEVALLOS RUIZ SONIA DEL PILAR,MUJERES,41.0,,,,NO ELECTOS
5109,5.0,CONCEJAL MUNICIPAL,11.0,LOJA,300.0,LOJA,15.0,5113000000049.0,AMAY CHAMBA ESTRELLA BLANCA,MUJERES,22.0,4.0,CHAVEZ CORDOVA ESTHELA DE JESUS,MUJERES,41.0,,,,NO ELECTOS
5110,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,205.0,COLTA,18.0,5062050000032.0,CRUZ CUVI  LUIS HERNAN,HOMBRES,28.0,2.0,CHIMBOLEMA CHICAIZA  MARIA MERCEDES,MUJERES,41.0,,,,NO ELECTOS
5111,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,125.0,COLIMES,15.0,5091250000023.0,SUAREZ ZAMBRANO ANA ELIZABETH,MUJERES,25.0,2.0,CORTEZ BARRERA ANA DEL ROCIO,MUJERES,41.0,,,,NO ELECTOS
5112,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,70.0,MEJIA,18.0,5170700000029.0,QUILLUPANGUI NIETO RUTH PATRICIA,MUJERES,31.0,2.0,CUEVA CALDERON SUSANA CONSUELO,MUJERES,41.0,,,,NO ELECTOS
5113,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,770.0,SAN MIGUEL DE LOS BANCOS,4.0,5177700000004.0,BERMEO SANTOS GINA ELIZABETH,MUJERES,33.0,1.0,DELGADO CEVALLOS BERTHA ROSALIA,MUJERES,41.0,,,,NO ELECTOS
5114,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,380.0,EL GUABO,12.0,5073800000025.0,CHAMAIDAN GUEVARA MARY DEL ROCIO,MUJERES,33.0,1.0,DELGADO DIAS ELVIA DOMINGA,MUJERES,41.0,,,,NO ELECTOS
5115,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,895.0,PEDRO VICENTE MALDONADO,15.0,5178950000025.0,VELASCO CHASI FAUSTO GONZALO,HOMBRES,41.0,1.0,DIAZ SANCHEZ BLANCA NOELVIS,MUJERES,41.0,,,,NO ELECTOS
5116,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,100.0,LATACUNGA,5.0,5051000000020.0,ZAMBRANO TAPIA  CLEVER ALFONSO,HOMBRES,31.0,5.0,DOMINGUEZ  VALENCIA  TERESITA IVONNE,MUJERES,41.0,,,,NO ELECTOS
5117,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,355.0,SANTA ROSA,17.0,5073550000032.0,ASTUDILLO ZAMBRANO SILVIA ISABEL,MUJERES,31.0,2.0,ESPINOZA PULGARIN MERCY EDITH,MUJERES,41.0,,,,NO ELECTOS
5118,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,495.0,PAJAN,12.0,5134950000025.0,VERA NIEVES OSCAR ALFREDO,HOMBRES,52.0,1.0,FIGUEROA ACUÑA JUDITH ELIZABETH,MUJERES,41.0,,,,NO ELECTOS
5119,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,125.0,COLIMES,10.0,5091250000017.0,SELLAN ESPINOZA AZUCENA MIRELLA,MUJERES,37.0,2.0,FIGUEROA MACIAS PRUDENCIA SABAD,MUJERES,41.0,,,,NO ELECTOS
5120,3.0,CONSEJERO PROVINCIAL,6.0,CHIMBORAZO,0.0,0.0,14.0,3060000000032.0,CALDERON CERVANTES MARIA ANTONIETA,MUJERES,44.0,2.0,FLORES CACERES FABIOLA NOEMI,MUJERES,41.0,,,,NO ELECTOS
5121,5.0,CONCEJAL MUNICIPAL,4.0,CARCHI,15.0,ESPEJO,40000000201.0,5040150000009.0,AUZ VINUEZA AGAPIO EFREN,HOMBRES,68.0,3.0,FLORES CUARAN MARIA BLANCA GERMANIA,MUJERES,41.0,,,,NO ELECTOS
5122,3.0,CONSEJERO PROVINCIAL,16.0,PASTAZA,0.0,0.0,12.0,3160000000013.0,COLOMA PARRENO GILBERTO NAPOLEON,HOMBRES,49.0,1.0,FREIRE LOPEZ MERLIS DEL CARMEN,MUJERES,41.0,,,,NO ELECTOS
5123,5.0,CONCEJAL MUNICIPAL,18.0,TUNGURAHUA,140.0,PELILEO,180000000204.0,5181400000039.0,LLERENA AMAN BLANCA ROSARIO,MUJERES,33.0,3.0,FREIRE TORRES SANDRA MARICELA,MUJERES,41.0,,,,NO ELECTOS
5124,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,190.0,CHAMBO,6.0,5061900000009.0,ROMERO ALVAREZ JESUS LEONOR,MUJERES,39.0,3.0,GALVEZ BAYAS ZOILA ROSA,MUJERES,41.0,,,,NO ELECTOS
5125,7.0,DIPUTADOS PROVINCIALES,5.0,COTOPAXI,0.0,0.0,10.0,7050000000025.0,PLAZA SOMMERS JOAQUIN LEONIDAS,HOMBRES,50.0,1.0,GARCIA GUALPA NANCY FAVIOLA,MUJERES,41.0,,,,NO ELECTOS
5126,7.0,DIPUTADOS PROVINCIALES,9.0,GUAYAS,0.0,0.0,14.0,7090000000184.0,CATTAN VELASCO ANA BLANCA,MUJERES,46.0,4.0,GARRIDO NIETO MARITZA DE LOURDES,MUJERES,41.0,,,,NO ELECTOS
5127,5.0,CONCEJAL MUNICIPAL,8.0,ESMERALDAS,560.0,ESMERALDAS,7.0,5085600000034.0,ORDONEZ CARRERA MARIANA GISELA,MUJERES,31.0,4.0,GINA CECILIA CASQUETE GALLON,MUJERES,41.0,,,,NO ELECTOS
5128,5.0,CONCEJAL MUNICIPAL,17.0,PICHINCHA,85.0,SANTO DOMINGO,3.0,5170850000008.0,SANTANDER CEDEÑO MARIANA DE JESUS,MUJERES,47.0,2.0,GOMEZ JURADO JARAMILLO GLORIA MARGARITA,MUJERES,41.0,,,,NO ELECTOS
5129,5.0,CONCEJAL MUNICIPAL,2.0,BOLÍVAR,175.0,SAN MIGUEL,20000000202.0,5021750000039.0,MORALES LUCIO ANA DEL PILAR,MUJERES,24.0,3.0,GUINGLA ORTA GLORIA OLGA,MUJERES,41.0,,,,NO ELECTOS
5130,7.0,DIPUTADOS PROVINCIALES,18.0,TUNGURAHUA,0.0,0.0,7.0,7180000000022.0,HOLGUIN COBO GLADYS MARIA PIEDAD,MUJERES,46.0,2.0,HERRERA PROAÑO GLORIA INES,MUJERES,41.0,,,,NO ELECTOS
5131,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,450.0,MANTA,6.0,5134500000027.0,DELGADO RODRIGUEZ MARIA ANTONIETA,MUJERES,32.0,2.0,HOLGUIN BRIONES NELLY FANNY,MUJERES,41.0,,,,NO ELECTOS
5132,5.0,CONCEJAL MUNICIPAL,19.0,ZAMORA CHINCHIPE,661.0,PALANDA,15.0,5196610000009.0,TAPIA RAMON HECTOR MAXIMILIANO,HOMBRES,43.0,1.0,JARAMILLO JARAMILLO LUZ MARIETA,MUJERES,41.0,,,,NO ELECTOS
5133,5.0,CONCEJAL MUNICIPAL,10.0,IMBABURA,35.0,OTAVALO,7.0,5100350000015.0,MESA YEPEZ ROSA BEATRIZ,MUJERES,39.0,3.0,JARAMILLO VILLA YOLANDA DEL CARMEN,MUJERES,41.0,,,,NO ELECTOS
5134,7.0,DIPUTADOS PROVINCIALES,6.0,CHIMBORAZO,0.0,0.0,60000000043.0,7060000000068.0,VELASTEGUI MIRANDA SILVIA ROCIO,MUJERES,31.0,4.0,JARRIN ZAMBRANO MARIETA AZUCENA,MUJERES,41.0,,,,NO ELECTOS
5135,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,430.0,SALITRE,22.0,5094300000033.0,ALMEIDA CARPIO SEGUNDO RAYMUNDO,HOMBRES,61.0,3.0,LAMILLA ARAUJO EUFEMIA DE LA CRUZ,MUJERES,41.0,,,,NO ELECTOS
5136,5.0,CONCEJAL MUNICIPAL,10.0,IMBABURA,30.0,IBARRA,100000000203.0,5100300000019.0,MENESES RODRIGUEZ COLOMBIA ELIZABETH,MUJERES,36.0,4.0,LANDETA GUERRERO ROSA INES,MUJERES,41.0,,,,NO ELECTOS
5137,5.0,CONCEJAL MUNICIPAL,6.0,CHIMBORAZO,215.0,ALAUSI,18.0,5062150000026.0,LLUILEMA LEMACHE MARIA JULIANA,MUJERES,33.0,2.0,LEMA QUINGUE MARIA ANTONIETA,MUJERES,41.0,,,,NO ELECTOS
5138,7.0,DIPUTADOS PROVINCIALES,9.0,GUAYAS,0.0,0.0,24.0,7090000000270.0,RUIZ BRAVO PRISCILLA AZUCENA,MUJERES,25.0,18.0,LEON PLAZA ALEXANDRA MARIA,MUJERES,41.0,,,,NO ELECTOS
5139,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,820.0,DURAN,14.0,5098200000055.0,CONTRERAS COBENA DELIDA MAFALDA,MUJERES,26.0,5.0,LIMONES BRIONES FLOR MARIA,MUJERES,41.0,,,,NO ELECTOS
5140,5.0,CONCEJAL MUNICIPAL,11.0,LOJA,340.0,ESPINDOLA,6.0,5113400000012.0,JIMENEZ ALVERCA LUIS ANTONIO,HOMBRES,40.0,3.0,LITUMA TORRES DIANA DEL CISNE,MUJERES,41.0,,,,NO ELECTOS
5141,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,370.0,PINAS,70000000201.0,5073700000002.0,VALENCIA JIMENEZ SANDRA JANETH,MUJERES,31.0,2.0,LOJA BARNUEVO MARIA EUFEMIA,MUJERES,41.0,,,,NO ELECTOS
5142,5.0,CONCEJAL MUNICIPAL,15.0,NAPO,255.0,EL CHACO,18.0,5152550000007.0,ANGO SIMBANA LUIS ALBERTO,HOMBRES,41.0,1.0,LOPEZ AREVALO ROSA ELENA,MUJERES,41.0,,,,NO ELECTOS
5143,5.0,CONCEJAL MUNICIPAL,18.0,TUNGURAHUA,160.0,QUERO,11.0,5181600000021.0,RAMOS BARRENO JOSE MIGUEL,HOMBRES,57.0,3.0,LOPEZ ZURITA JULIA CELINDA,MUJERES,41.0,,,,NO ELECTOS
5144,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,115.0,SAQUISILI,18.0,5051150000027.0,IZA PALLO MARIA MARISOL,MUJERES,31.0,3.0,MACHAY VELASQUEZ MARIA OLGA,MUJERES,41.0,,,,NO ELECTOS
5145,5.0,CONCEJAL MUNICIPAL,9.0,GUAYAS,820.0,DURAN,15.0,5098200000057.0,CAYAMBE HUALCAPI MARIA NELLY,MUJERES,50.0,2.0,MACIAS CRESPO ANTONIA YOLANDA,MUJERES,41.0,,,,NO ELECTOS
5146,3.0,CONSEJERO PROVINCIAL,8.0,ESMERALDAS,0.0,0.0,4.0,3080000000012.0,ANDRADE ANDRADE NORMA ARGENTINA,MUJERES,41.0,3.0,MAFFARE MATAMBA MORENA ENGRACIA,MUJERES,41.0,,,,NO ELECTOS
5147,7.0,DIPUTADOS PROVINCIALES,3.0,CAÑAR,0.0,0.0,10.0,7030000000009.0,RUGEL SARCO OMAR RICARDO,HOMBRES,39.0,3.0,MAITA CORAL MARIANITA DE JESUS,MUJERES,41.0,,,,NO ELECTOS
5148,5.0,CONCEJAL MUNICIPAL,5.0,COTOPAXI,100.0,LATACUNGA,5.0,5051000000018.0,ARIAS  TAPIA DIGNA RAQUEL,MUJERES,36.0,3.0,MALDONADO  GRANDES  MARTHA BEATRIZ,MUJERES,41.0,,,,NO ELECTOS
5149,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,755.0,LAS LAJAS,5.0,5077550000005.0,CELI RODRIGUEZ MARLENE,MUJERES,49.0,2.0,MALLA ELIZALDE GLORIA ESPERANZA,MUJERES,41.0,,,,NO ELECTOS
5150,7.0,DIPUTADOS PROVINCIALES,12.0,LOS RÍOS,0.0,0.0,24.0,7120000000073.0,MENOSCAL MONTALVAN MELBERTO IGNACIO,HOMBRES,66.0,3.0,MEDRANDA ARTEAGA SILVIA PAULINA,MUJERES,41.0,,,,NO ELECTOS
5151,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,755.0,LAS LAJAS,5.0,5077550000004.0,JARAMILLO ARMIJOS SANTOS ARCENIO,HOMBRES,46.0,1.0,MERIZALDE SARMIENTO MARTHA LUCIA,MUJERES,41.0,,,,NO ELECTOS
5152,7.0,DIPUTADOS PROVINCIALES,13.0,MANABÍ,0.0,0.0,4.0,7130000000031.0,CARRANZA RODRIGUEZ JAVIER VICENTE,HOMBRES,31.0,7.0,MONCAYO RUIZ ELIZABETH MARIA,MUJERES,41.0,,,,NO ELECTOS
5153,3.0,CONSEJERO PROVINCIAL,12.0,LOS RÍOS,0.0,0.0,15.0,3120000000037.0,IZQUIERDO VALDIVIEZO OSCAR ENRIQUE,HOMBRES,44.0,1.0,MORAN IZQUIERDO MARGARITA ISABEL,MUJERES,41.0,,,,NO ELECTOS
5154,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,230.0,FLAVIO ALFARO,5.0,5132300000012.0,MARCILLO MARCILLO WALTER CECILIO,HOMBRES,45.0,3.0,MOREIRA CORTEZ PLACIDA LEONOR,MUJERES,41.0,,,,NO ELECTOS
5155,7.0,DIPUTADOS PROVINCIALES,7.0,EL ORO,0.0,0.0,12.0,7070000000040.0,JIMENEZ TORRES ODILA CECILIA,MUJERES,32.0,4.0,MOSQUERA MALDONADO SYLVIA JACQUELINE,MUJERES,41.0,,,,NO ELECTOS
5156,3.0,CONSEJERO PROVINCIAL,1.0,AZUAY,0.0,0.0,21.0,3010000000047.0,BELTRAN SACOTO BOLIVAR ROMEO,HOMBRES,36.0,3.0,ORELLANA  SERRANO LUCILA BEATRIZ,MUJERES,41.0,,,,NO ELECTOS
5157,7.0,DIPUTADOS PROVINCIALES,12.0,LOS RÍOS,0.0,0.0,21.0,7120000000064.0,PAREDES HERNANDEZ CLEMENCIA DEL PILAR,MUJERES,28.0,4.0,ORTIZ PERALTA GLORIA NEREIRA,MUJERES,41.0,,,,NO ELECTOS
5158,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,910.0,PEDERNALES,7.0,5139100000018.0,PENARRIETA ESPINALES GLADIZ ELIZABETH,MUJERES,35.0,3.0,PALMA VILELA MARIA DIGNA AZUCENA,MUJERES,41.0,,,,NO ELECTOS
5159,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,450.0,MANTA,24.0,5134500000056.0,FERNÀNDEZ DE CORDOVA CARV DIANA ISABEL,MUJERES,38.0,1.0,PLACENCIA BERMEO JENNY CATALINA,MUJERES,41.0,,,,NO ELECTOS
5160,5.0,CONCEJAL MUNICIPAL,7.0,EL ORO,350.0,MACHALA,70000000044.0,5073500000086.0,CARRILLO ECHEVERRIA VICTORIA BEATRIZ,MUJERES,58.0,2.0,PLAZA REYES PATRICIA IVONNE,MUJERES,41.0,,,,NO ELECTOS
5161,5.0,CONCEJAL MUNICIPAL,13.0,MANABÍ,465.0,ROCAFUERTE,1.0,5134650000003.0,MUÑOZ CEDEÑO MAGDA DEL ROSARIO,MUJERES,33.0,3.0,PONCE MENDOZA FREDY CONSUELO,MUJERES,41.0,,,,NO ELECTOS
5162,3.0,CONSEJERO PROVINCIAL,12.0,LOS RÍOS,0.0,0.0,17.0,3120000000044.0,MOREIRA CAICEDO EULALIA DOMITILA,MUJERES,40.0,4.0,PRIETO MAZON CARMEN ISABEL,MUJERES,41.0,,,,NO ELECTOS
5163,7.0,DIPUTADOS PROVINCIALES,11.0,LOJA,0.0,0.0,15.0,7110000000039.0,PALACIOS ORDONEZ BLANCA ROCIO,MUJERES,39.0,3.0,RAMIREZ VIDAL TEREZA JUDITH,MUJERES,41.0,,,,NO ELECTOS
5164,5.0,CONCEJAL MUNICIPAL,1.0,AZUAY,885.0,NABON,18.0,5018850000023.0,QUIROLA LOJA ROSA ORFELINA,MUJERES,46.0,2.0,RAMON RAMON JUANA LUCIA,MUJERES,41.0,,,,NO ELECTOS
5165,7.0,DIPUTADOS PROVINCIALES,17.0,PICHINCHA,0.0,0.0,170000000042.0,7170000000240.0,ORTIZ RAMIREZ IRMA AZUCENA,MUJERES,54.0,2.0,RIVADENEIRA MEJIA ZOILA MARGARITA,MUJERES,41.0,,,,NO ELECTOS
